,case,Temp,Pressure,f11,f12,f13,f21,f22,f23,f31,f32,f33,p11,p12,p13,p21,p22,p23,p31,p32,p33
30,11.0,299.52965,355.04175,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0003000009741145,-0.05103505357498642,-0.008012455827949662,-0.0006030987705087145,-0.008012455827949662,-0.03165903355074404,-0.01080385214525719,-0.0006032797007273543,-0.010807093311424956,-0.02525453933492898
31,11.0,299.96312,242.77056000000002,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0003100053944887,-0.022489632723921456,-0.008238125254841133,0.0017518979731738684,-0.008238125254841133,-0.01748672233826538,-0.006257653474982313,0.001752441070996146,-0.0062595933813163985,-0.03383222325523047
32,11.0,300.28717,308.98398,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000320009814863,-0.018252870568462486,-0.006584409768329497,0.0058317357206225055,-0.006584409768329497,-0.038833015283353055,0.0023204697905625385,0.005833601933290791,0.0023212123636706114,-0.036855791951133476
33,11.0,300.20262,281.59289,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0003300142352372,-0.022345725846143197,-0.006385804242830827,-0.01158687966353599,-0.006385804242830827,-0.03126610351139628,-0.002789862357687977,-0.011590703498766937,-0.0027907830519803664,-0.03200306567120667
34,11.0,299.5274,278.02464,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0003400186556113,-0.03940009546355287,-7.193403404731269e-05,0.0029672943052241473,-7.193403404731269e-05,-0.02131834885397544,0.003654767272822447,0.0029683032406446126,0.0036560099618771244,-0.023814741340331978
35,11.0,299.57763,252.62127,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0003499901667077,-0.03068905021413212,0.0169511859063206,-0.005108531096197765,0.0169511859063206,-0.025359340189339028,0.017510349880636985,-0.005110319031847755,0.017516478330910818,-0.02076177724577788
36,11.0,299.12901,94.706816,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000359994587082,-0.03019279734687775,0.005247293188741906,0.014646126921960186,0.005247293188741906,0.0028737323436111703,0.007236240897011374,0.014651399448373808,0.00723884590456512,-0.0014792736105429384
37,11.0,299.70902,98.05169000000001,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0003699990074562,0.005845638634031125,-0.007229700697284556,0.01218264640433359,-0.007229700697284556,-0.01537091361072115,-0.006184879319675064,0.012187153971411383,-0.00618716771888458,-0.02028351407932698
38,11.0,299.7292,246.96937000000003,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0003800034278303,-0.006975388185595079,-0.018122594105306845,0.013265426739445689,-0.018122594105306845,-0.01918895246191262,-0.006996979820423144,0.013270467647078309,-0.006999638696739364,-0.048918118959092455
39,11.0,299.29491,305.75243,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0003900078482046,-0.036226877311706505,0.011966846765711255,0.027240936109221073,0.011966846765711255,-0.011420818356000213,0.007974451552767091,0.02725156028809611,0.007977561651457798,-0.045311985157944754
40,11.0,299.90213,216.38227999999998,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0004000122685786,-0.02695766900351779,0.0020993346911578337,-0.0021560114973067676,0.0020993346911578337,-0.023019895467650434,0.014418657340760685,-0.002156873928356887,0.014424424980593419,-0.015817229228538985
41,11.0,299.83926,194.22941,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000410016688953,-0.02346683794726299,0.010630612689427235,0.002979008793605278,0.010630612689427235,-0.011311575973234133,-0.0014002906639229286,0.002980230236927193,-0.0014008648064645218,-0.024276730696926773
42,11.0,299.52992,265.1775,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000420021109327,-0.05697706716600031,-0.007000356607545794,-0.012337005937817688,-0.007000356607545794,-0.0016412593336520072,-0.008134915208828622,-0.012342187740737464,-0.008138332044938915,-0.02201362342632548
43,11.0,299.85247000000004,259.54016,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0004299926204234,-0.006624822345522093,0.004168957469706582,-0.008767474175332331,0.004168957469706582,-0.024270062550581315,-0.007046429667703463,-0.008771244124527476,-0.007049459580460908,-0.04801212138217745
44,11.0,300.84587,217.90028999999998,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0004399970407978,-0.01242794247645671,0.005128402343932973,0.0011744078323800292,0.005128402343932973,-0.012918935221984583,0.0001104201050176159,0.0011749245683509658,0.00011046868953706823,-0.040900518150816856
45,11.0,300.22412,134.28384,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000450001461172,-0.007391284696226495,-0.00835383712484917,-0.004529288944656016,-0.00835383712484917,-0.01336431858092647,-0.00986264868699264,-0.004531327131299181,-0.009867086893312811,-0.02007266686601798
46,11.0,300.13414,133.86141,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0004600058815463,-0.018056109215353142,-0.008235635998614054,-0.005516193832780944,-0.008235635998614054,-0.0252701049961617,-0.0010828571394696789,-0.005518731314387773,-0.0010833552601227092,0.002615767042731107
47,11.0,300.20699,223.8478,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0004700103019204,-0.031227912829937227,-0.016437804713764995,-0.014160096180242686,-0.016437804713764995,-0.022716964531755,0.0007779816239733085,-0.014166751571323584,0.0007783472833512807,-0.014124606082240088
48,11.0,300.17803,301.38779,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0004800147222943,-0.05958472940449485,0.00481268563165042,0.014065518402658588,0.00481268563165042,-0.019598901803542144,0.013481428356013386,0.014072270058568566,0.013487899640101829,-0.01246872237131709
49,11.0,299.84132,204.18867,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0004900191426684,0.008495903088115559,-0.0065551209848016675,-0.010936448079843389,-0.0065551209848016675,-0.03531332391391731,-0.006905158387086073,-0.010941807148755311,-0.006908542046878903,-0.035263970977782964
50,11.0,299.88471,78.208179,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000499990653765,-0.0052468686994904794,-0.0028792528663395232,0.017599067019642683,-0.0028792528663395232,-0.0023828121476931713,0.005663196359938965,0.01760786638866749,0.00566602790518937,-0.016147465674630785
51,11.0,299.78403,263.76729,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0005099950741394,-0.03318256390211334,0.01625573931559529,-0.0007029593706691883,0.01625573931559529,-0.018892188025637704,-0.006361897151895363,-0.0007033178764855498,-0.006365141688105012,-0.028130464319010673
52,11.0,299.81922000000003,344.71612000000005,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0005199994945135,-0.06540556921791413,0.005261050329796606,0.00978397032335269,0.005261050329796606,-0.0022663592867356286,-0.01153219962188949,0.009789057982975169,-0.0115381963598635,-0.03714833549350526
53,11.0,299.48149,171.63917,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0005300039148877,-0.03595887528201263,0.010226515797753355,-0.017796626471140282,0.010226515797753355,-0.01817757219701334,-0.012239282018673091,-0.01780605875284178,-0.012245768886058401,0.0019337492110211882
54,11.0,299.82601,84.43132299999999,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000540008335262,-0.03211828142287439,-0.002340711387716241,-0.003274899607682427,-0.002340711387716241,-0.0024829502865567664,-0.007333390708649313,-0.003276668080767722,-0.0073373508007577165,0.008917542695967942
55,11.0,300.42341,223.15382999999997,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000550012755636,-0.004710866045841327,-0.00013090581241983763,-0.004597136070027006,-0.00013090581241983763,-0.031140208480065525,0.015205562567172185,-0.0045996645535049145,0.01521392582054075,-0.03200182646633437
56,11.0,300.50875,143.59778,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.00056001717601,-0.023964438490948193,-0.0072209004060563966,0.005847949850047714,-0.0072209004060563966,-0.01850535547334027,0.0069378149311840245,0.005851224802408186,0.006941700226709467,-0.0012041158186869788
57,11.0,299.86875,92.52682800000001,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0005700215963842,-0.020569302312751215,0.0068676360214023095,0.011860340666774489,0.0068676360214023095,-0.008808730864820504,0.0011978885862223988,0.011867101317095024,0.0011985714085866077,0.001235451388629559
58,11.0,299.78542000000004,106.99837,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000579993107481,-0.020813051413977622,0.002459761558029063,-0.0004708844157776736,0.002459761558029063,-0.019769771786828195,0.0038062076327684473,-0.0004711575254932449,0.003808415206961094,0.008034467876065245
59,11.0,300.12646,47.604929999999996,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0005899975278552,-0.02675751371417644,0.006167336832678502,-0.007885952465182913,0.006167336832678502,-0.004964205640964427,0.002252187372948588,-0.007890605157642155,0.002253516157930894,0.017232303920695986
60,11.0,299.67952,285.09864,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0006000019482293,-0.031352941805741025,-0.016306195374575744,-0.0006077223421725254,-0.016306195374575744,-0.01964875559830132,-0.00038638394746062663,-0.0006080869767618114,-0.0003866157785818675,-0.03569175301100177
61,11.0,299.14681,458.34317000000004,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0006100063686034,-0.0361233256603036,-0.017569803434813163,-0.01604514058678209,-0.017569803434813163,-0.04519404543807284,-0.011646807327450388,-0.01605492822472516,-0.01165391195409403,-0.05805708263978794
62,11.0,298.96732000000003,299.15007,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0006200107889776,-0.033524080499749614,-0.016562883623360655,0.007788035015269212,-0.016562883623360655,-0.02658874517086407,-0.004288503027992296,0.0077928636810036134,-0.004291161946138214,-0.03085857333875407
63,11.0,299.42669,92.331572,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0006300152093517,-0.009256089714472789,0.0063458531661737694,-0.009093821260915283,0.0063458531661737694,-0.01705345186395115,-0.004928855914265205,-0.009099550506620785,-0.004931961168455895,-0.0017735152587573279
64,11.0,300.21075,232.29355,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0006400196297258,-0.03681263036712332,0.007804548551536051,0.017275809840239683,0.007804548551536051,-0.021894582621772782,-0.008467873751314069,0.017286866697656847,-0.008473293356736952,-0.011941774564061388
65,11.0,300.00883,269.11087000000003,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0006500240501,-0.050819100253605864,0.0071209532939817,-0.007817250258052534,0.0071209532939817,-0.015915788799942092,-0.01136023993416839,-0.007822331658725918,-0.011367624363340505,-0.015111446831633686
66,11.0,299.17609,78.804781,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0006599955611966,-0.008357745068439367,0.0012291101363178605,0.009213770010403305,0.0012291101363178605,-0.010235909165642149,0.0007739592237263282,0.009219851057712055,0.0007744700333785347,-0.005373295069852934
67,11.0,300.33315,75.311132,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000669999981571,-9.465193492551735e-05,0.0007835635534026129,-0.003986336548095786,0.0007835635534026129,-0.010939807995766191,0.016144458348333987,-0.003989007393509545,0.01615527513512984,-0.011865631858796688
68,11.0,299.90252999999996,123.68966,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000680004401945,-0.026743746297500624,-0.019304294533044313,0.03742689314474676,-0.019304294533044313,0.001561836526938162,0.016956831616008982,0.037452343596836316,0.01696836233615091,-0.012433769295867488
69,11.0,299.84537,275.56212999999997,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0006900088223192,-0.027632923715127027,-0.016161493267974166,6.460277251804723e-06,-0.016161493267974166,-0.03546519295948876,-0.0004294010244935816,6.464734900103097e-06,-0.000429697314988795,-0.02070940032160868
70,11.0,300.32327999999995,429.89504000000005,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0007000132426933,-0.056756846233821594,-0.004588153964000321,0.013615511741746387,-0.004588153964000321,-0.03493060282935687,-0.004393068817112136,0.013625042780271655,-0.004396144023460178,-0.03905404716233436
71,11.0,299.78683,255.88262000000003,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0007100176630672,-0.024383997958689434,0.0077592466563072655,0.001206218413969489,0.0077592466563072655,-0.03542058271964135,0.0005682494417368535,0.0012070748503489241,0.0005686529088775148,-0.018019777580413582
72,11.0,299.33941,82.291816,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0007200220834416,0.014218044120419448,0.021158511834350597,-0.0016233290997851083,0.021158511834350597,-0.011689933243142873,0.002144295185075458,-0.0016244979325856469,0.0021458391249621297,-0.027540949331330077
73,11.0,300.2224,246.71977,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0007300265038157,-0.0247724268514261,-0.003390267999256859,0.003966330228846317,-0.003390267999256859,-0.00904398978413779,-0.0025801542401413975,0.00396922575503626,-0.0025820378211206334,-0.041204901520607164
74,11.0,299.39669,307.68869,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0007399980149123,-0.042394349325141995,0.0036327694375108224,0.013800972987049989,0.0036327694375108224,-0.0220380964431797,0.005470856463681495,0.013811185679664264,0.0054749048866044895,-0.029144876616875374
75,11.0,299.96472,51.840740999999994,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0007500024352864,-0.01850432547133298,-0.0052583758966866165,0.014586349219060588,-0.0052583758966866165,-0.00329693733824677,0.007936069638979092,0.014597289016496822,0.00794202171053493,0.006026633161457385
76,11.0,300.35376,-5.037619599999999,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0007600068556608,-0.016663525391633724,-0.0015413628911133137,0.02105485173120208,-0.0015413628911133137,0.0007137523957596721,0.0037638094995590763,0.021070853562862715,0.0037666700205821425,0.01746897077305318
77,11.0,299.47647,257.49032,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000770011276035,-0.033708321673856276,-0.01398363723285298,0.0035104059847000965,-0.01398363723285298,-0.03944138744940506,-0.014207236627895088,0.003513109036891776,-0.014218176360299864,-0.005177202297875085
78,11.0,300.31846,456.5349,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000780015696409,-0.038762881652088944,-0.013778897248560087,-0.0026882205043817077,-0.013778897248560087,-0.043329696988445555,-0.01092998962370599,-0.002690317358570534,-0.010938515187174067,-0.05674661588795494
79,11.0,300.8871,293.96072000000004,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000790020116783,-0.026455068904561164,-0.00671005842782143,0.009281049107768231,-0.00671005842782143,-0.02877512944146841,0.001125476870475919,0.00928838132326822,0.0011263660198445689,-0.03417011784557807
80,11.0,300.39707999999996,142.6021,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0008000245371573,-0.01271276315169232,0.004662884852875612,-0.0008610420207182311,0.004662884852875612,-0.017620087950751706,0.0046393500956932055,-0.0008617308754623292,0.004643061689606223,-0.013038875162836791
81,11.0,300.30708,152.62788,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000809996048254,-0.017426177451109342,0.004148035327399294,0.006972381147745443,0.004148035327399294,-0.013261641061780365,0.002195360254340188,0.006978028748922037,0.0021971384874706974,-0.015732081769635586
82,11.0,299.85735,155.71643,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000820000468628,-0.03247676736978269,0.014636839024461156,-0.006922185447066514,0.014636839024461156,-0.018347946402150747,0.001766218338162178,-0.006927861642377039,0.0017676666380271706,0.003449165655281147
83,11.0,299.84652,270.56622999999996,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0008300048890022,-0.015961499867509197,0.0011434648904431236,-0.0008751166725572911,0.0011434648904431236,-0.02271417127881632,0.007465074616820503,-0.000875843023673961,0.007471270665249229,-0.04360178009591066
84,11.0,299.98992000000004,80.776748,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0008400093093763,0.0021764597196154666,-0.00761985215989088,-0.004245328238581276,-0.00761985215989088,-0.014798261182534182,-0.008313470546750662,-0.0042488943538230425,-0.008320453939403158,-0.011942906364423089
85,11.0,299.87426,-66.970642,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0008500137297507,0.012874836562695377,-0.007720142712927328,0.0008939324026742591,-0.007720142712927328,-0.010965625864402178,-0.00952897823498693,0.0008946922574900012,-0.009537077997317164,0.01844981409510488
86,11.0,299.94479,100.70933000000001,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0008600181501246,-0.025349298770895173,-0.00870807493927736,0.002864515382655657,-0.00870807493927736,-0.005183292186413784,0.0035047442471163276,0.0028669789178760517,0.003507758390780392,-0.0001067657678694609
87,11.0,300.01817,314.03712,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000870022570499,-0.05676892056495786,0.0014626292431945069,0.017696375506246285,0.0014626292431945069,-0.03465362388286372,-0.002892557687123217,0.017711771752352744,-0.002895074277597484,-0.004116368757278966
88,11.0,299.59157000000005,292.74003,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.000880026990873,-0.04611044608388881,0.012957176462331767,0.017175052250295683,0.012957176462331767,-0.029476094942774592,-0.006729250874325354,0.0171901667598456,-0.0067351727967231165,-0.013465578084699089
89,11.0,299.80102999999997,236.79007000000001,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0008899985019697,-0.01778922716560771,0.009978986263549441,0.001929426584769578,0.009978986263549441,-0.029055894863563976,-0.00989191793600629,0.0019311437715396835,-0.009900721728150942,-0.025174802631559575
