,case,Temp,Pressure,f11,f12,f13,f21,f22,f23,f31,f32,f33,p11,p12,p13,p21,p22,p23,p31,p32,p33
0,4.0,300.0,195.69841,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.015342820465468487,-0.016726968738073285,-0.0008430909678391001,-0.016726968738073285,-0.02048824734153258,0.03692360168757577,-0.0008430909678391001,0.03692360168757577,-0.02365636123045108
1,4.0,299.84296,-122.05051,0.9999999999999999,0.0,9.966809583816794e-06,0.0,1.0,0.0,0.0,0.0,1.0,0.01818693252043087,-0.0043915381001860656,-0.0028550031933668777,-0.004391317738219961,0.02149635013102458,-0.02210957922404558,-0.002854977449632421,-0.02210957922404558,-0.002582946352116957
2,4.0,299.94052,-181.66002,0.9999999999999999,0.0,1.9933619167633587e-05,0.0,1.0,0.0,0.0,0.0,1.0,0.01176011244502477,-0.03065222090288867,0.005568776446720445,-0.030652119416395136,0.02499311067662798,-0.0050912226566645555,0.005568408337042365,-0.0050912226566645555,0.018466775901778882
3,4.0,298.9612,41.123673,0.9999999999999999,0.0,2.9900428751478136e-05,0.0,1.0,0.0,0.0,0.0,1.0,-0.003155659211316597,0.0032116935730694767,-0.026727388534537877,0.0032124975489714247,0.008159370810592202,-0.026888440584932474,-0.026726865172919296,-0.026888440584932474,-0.017503482071459183
4,4.0,298.65837999999997,155.17261000000002,0.9999999999999999,0.0,3.986723833529493e-05,0.0,1.0,0.0,0.0,0.0,1.0,-0.03256069255757218,0.008814434163141923,-0.0015276308702404284,0.008814137823969434,-0.02054609176324138,0.007433150247244813,-0.0015278676116903217,0.007433150247244813,0.005938245531384204
5,4.0,298.39744,72.94124000000001,0.9999999999999999,0.0,4.9834047919111724e-05,0.0,1.0,0.0,0.0,0.0,1.0,-0.027872532298393923,0.012459371086144188,-0.03334705174959777,0.012459422263777725,0.001751238347358768,-0.001026961197703179,-0.033347248625958135,-0.001026961197703179,0.003950639544422767
6,4.0,299.31197000000003,244.26067,0.9999999999999999,0.0,5.980085750290076e-05,0.0,1.0,0.0,0.0,0.0,1.0,-0.04750674619523403,0.00020257213146481282,-0.004786287470869795,0.00020365613335050761,-0.018530207384539085,-0.018126861903981984,-0.004785796391927768,-0.018126861903981984,-0.008211904687201893
7,4.0,300.26587,551.7830799999999,0.9999999999999999,0.0,6.976766708674531e-05,0.0,1.0,0.0,0.0,0.0,1.0,-0.040586911184398826,0.005267029857665375,-0.027129073298181074,0.005267569497788125,-0.0926796581982701,-0.007734816789541982,-0.02712666911719784,-0.007734816789541982,-0.034459816181669066
8,4.0,300.29936000000004,615.61363,0.9999999999999999,0.0,7.97344766705621e-05,0.0,1.0,0.0,0.0,0.0,1.0,-0.04370940927805614,0.004897433914089095,0.000962407155422191,0.004895399279964346,-0.07581058518667223,0.025517620604143077,0.0009677981032897487,0.025517620604143077,-0.06761125290671113
9,4.0,300.41931,348.0039,0.9999999999999999,0.0,8.970128625440665e-05,0.0,1.0,0.0,0.0,0.0,1.0,-0.015434346247740541,-0.008004323685590243,-0.01930552508280698,-0.008002199920750531,-0.05770131634417654,-0.023675968633136178,-0.019302596595980943,-0.023675968633136178,-0.032647099593767874
