,case,Temp,Pressure,f11,f12,f13,f21,f22,f23,f31,f32,f33,p11,p12,p13,p21,p22,p23,p31,p32,p33
3065,9.0,299.67592,-3539.0726,1.0306499873111683,0.0,0.004677621424164502,0.0,1.0,0.0,0.0,0.0,1.0,0.5034028489454738,0.010221202202803056,0.06449969494770956,0.009909530706083063,0.2629293274126683,0.0016984072883435989,0.061098839898360326,0.0016984072883435989,0.32669945751549156
3066,9.0,299.79278,-3598.2518,1.0306599969858656,0.0,0.00467914904205019,0.0,1.0,0.0,0.0,0.0,1.0,0.5313915742114572,0.005558818729520592,0.04898096800387969,0.005386788016436862,0.25135381718791405,0.0014686022339797178,0.04603456787784629,0.0014686022339797178,0.32804691619321663
3067,9.0,300.23875,-3197.2997,1.0306699736253333,0.0,0.0046806716182927754,0.0,1.0,0.0,0.0,0.0,1.0,0.4922964278327014,0.005787662115531492,0.04501766661422093,0.005675155273186658,0.20483036842191854,-0.01314982661097704,0.042364369080358844,-0.01314982661097704,0.28927119053214856
3068,9.0,300.15462,-3068.842,1.0306799833000306,0.0,0.004682199236178464,0.0,1.0,0.0,0.0,0.0,1.0,0.4766031724686951,0.004534250713860678,0.044902448761068844,0.004439896585100059,0.22809070492550493,-0.008940632854889146,0.04246673571763016,-0.008940632854889146,0.24194491598345158
3069,9.0,300.52857,-3434.5663,1.0306899929747282,0.0,0.004683726854064207,0.0,1.0,0.0,0.0,0.0,1.0,0.5347569501504548,0.011705372435511096,0.03387768185978181,0.011304179856696591,0.22748960096760573,0.011586367035971167,0.031518167940593436,0.011586367035971167,0.29724653249306865
3070,9.0,300.43762000000004,-3798.1249,1.0306999696141954,0.0,0.004685249430306709,0.0,1.0,0.0,0.0,0.0,1.0,0.5572106451771903,0.004147866868564012,0.039795809815997,0.004005917601516019,0.2744032055315325,0.004048390312325171,0.037060056717168,0.004048390312325171,0.34107265952049304
3071,9.0,300.43165,-3454.5731,1.0307099792888932,0.0,0.004686777048192481,0.0,1.0,0.0,0.0,0.0,1.0,0.5064079064101648,-0.007588013790564368,0.0360864209386396,-0.007322243016171083,0.23187318926230738,-0.008727712583256478,0.033518172450709115,-0.008727712583256478,0.3283506107381749
3072,9.0,300.10035,-3170.0512,1.0307199889635905,0.0,0.004688304666078197,0.0,1.0,0.0,0.0,0.0,1.0,0.47086060068505114,-0.006708148990734415,0.05173288598307992,-0.006513859936120649,0.22100103129864543,0.001240672513525054,0.048887171581040306,0.001240672513525054,0.2866496796448769
3073,9.0,300.17272,-3240.5798,1.0307299986382878,0.0,0.004689832283963885,0.0,1.0,0.0,0.0,0.0,1.0,0.5095590730788965,-0.007080955118515662,0.04237706012643962,-0.006922544601087063,0.21763807816689126,0.011582347821270477,0.03987480023562553,0.011582347821270477,0.27227142817825095
3074,9.0,299.84274,-3535.7716,1.0307399752777555,0.0,0.00469135486020647,0.0,1.0,0.0,0.0,0.0,1.0,0.5488319365816599,-0.017906096002992984,0.037472959303754765,-0.017439259857044906,0.22861439911048756,0.01476039928405349,0.03492928257469857,0.01476039928405349,0.3133319669993014
3075,9.0,299.94012000000004,-3577.8745,1.0307499849524528,0.0,0.0046928824780921585,0.0,1.0,0.0,0.0,0.0,1.0,0.5479456448709065,-0.0030165295654495227,0.027874016983016614,-0.0029323314267793456,0.23166522389842015,0.0012723541675647855,0.02556533983171774,0.0012723541675647855,0.32443670670998415
3076,9.0,299.5481,-3259.3436,1.0307599946271504,0.0,0.004694410095977902,0.0,1.0,0.0,0.0,0.0,1.0,0.48482326458748976,0.0016719629163852276,0.0374651897329728,0.0016591262337912341,0.22790881286680229,-0.008136918305436659,0.03501085184870492,-0.008136918305436659,0.29341370722807114
3077,9.0,299.72886,-3104.9564,1.0307699712666176,0.0,0.004695932672220432,0.0,1.0,0.0,0.0,0.0,1.0,0.4595605731561854,0.025578420594998073,0.04998304641142945,0.024810586316176875,0.2150806308700578,0.0009398028192795581,0.04719781074788899,0.0009398028192795581,0.2838542364259197
3078,9.0,299.68339,-3348.8437,1.0307799809413152,0.0,0.004697460290106176,0.0,1.0,0.0,0.0,0.0,1.0,0.5090027673225854,-0.0032873292873402933,0.035851523265335195,-0.0031681303345027214,0.22999578897980472,-0.004616103209567685,0.03343903861568457,-0.004616103209567685,0.2944637299600637
3079,9.0,299.79647,-3632.7008,1.0307899906160127,0.0,0.004698987907991892,0.0,1.0,0.0,0.0,0.0,1.0,0.5554755110015593,0.009898922774928626,0.042397766855838286,0.00967581901247185,0.2428394068837174,-0.015921431509161463,0.0396605698468829,-0.015921431509161463,0.3226329722972243
3080,9.0,300.14408,-3493.2918,1.03080000029071,0.0,0.004700515525877608,0.0,1.0,0.0,0.0,0.0,1.0,0.5434494299543522,-0.013971470894405506,0.039482017840622045,-0.013577231066250585,0.23632083645156374,0.005092822798019644,0.0369439312642593,0.005092822798019644,0.2978850883429769
3081,9.0,300.09682999999995,-3197.3275,1.0308099769301775,0.0,0.004702038102120165,0.0,1.0,0.0,0.0,0.0,1.0,0.4986009717316627,0.010437588362150672,0.06194094616018235,0.010020220033972765,0.22995289056682375,0.023106061188001643,0.05891433921716866,0.023106061188001643,0.2576451922688218
3082,9.0,300.21237,-3127.8393,1.030819986604875,0.0,0.004703565720005881,0.0,1.0,0.0,0.0,0.0,1.0,0.4697648034335932,-0.013093759467066946,0.057407509489995914,-0.012760544664074478,0.22318631822996673,0.01277010170597585,0.05444821689032684,0.01277010170597585,0.272388940798784
3083,9.0,300.08672,-3482.6016,1.0308299962795724,0.0,0.004705093337891597,0.0,1.0,0.0,0.0,0.0,1.0,0.5044396595492091,-0.011170610223550375,0.04578842166817497,-0.010843350283955928,0.2475492183405637,0.0014963591181744425,0.04294238628123309,0.0014963591181744425,0.323505118463299
3084,9.0,299.25401,-3618.5243,1.0308399729190398,0.0,0.004706615914134127,0.0,1.0,0.0,0.0,0.0,1.0,0.5327939101959902,-0.004422680969458737,0.05516645044804849,-0.00427515492842661,0.26243408087842307,-0.003331561168537965,0.052046082981173684,-0.003331561168537965,0.321944196177748
3085,9.0,300.6977,-3199.5963,1.0308499825937374,0.0,0.004708143532019871,0.0,1.0,0.0,0.0,0.0,1.0,0.4943637022075521,0.022637905566826586,0.044389878574491705,0.021935493370166283,0.20763759008586027,0.0054591810616714635,0.04175912737042353,0.0054591810616714635,0.285140595742414
3086,9.0,300.36068,-3029.6983,1.0308599922684347,0.0,0.0047096711499055866,0.0,1.0,0.0,0.0,0.0,1.0,0.48515984637742726,0.003847519438556589,0.056515924793033134,0.0037278680546927972,0.20791716630258572,0.0009787104813717999,0.053722737573986906,0.0009787104813717999,0.24105800951656764
3087,9.0,300.23365,-3323.8669,1.0308700019431323,0.0,0.0047111987677913025,0.0,1.0,0.0,0.0,0.0,1.0,0.5216859472808093,-0.0006704359121273306,0.024803255081942917,-0.0005802346400665333,0.22014697591870266,-0.015344168471236354,0.022764839451560836,-0.015344168471236354,0.2835085204659039
